name,base,hieght
6136,95,76
6137,90,72
6138,52,86
6139,59,24
6140,72,27
6141,95,12
6142,46,75
6143,48,66
6144,85,91
6145,96,59
6146,79,33
6147,14,60
6148,78,21
6149,12,82
6150,60,77
6151,14,59
6152,81,28
6153,68,50
6154,24,46
6155,60,81
6156,61,12
6157,18,52
6158,50,44
6159,75,57
6160,58,90
6161,51,37
6162,91,94
6163,27,54
6164,52,89
6165,20,79
6166,42,40
6167,32,67
6168,16,71
6169,56,31
6170,30,93
6171,93,31
6172,22,86
6173,25,30
6174,84,85
6175,97,66
6176,21,12
6177,30,63
6178,63,60
6179,66,27
6180,10,47
6181,83,47
6182,87,95
6183,70,74
6184,50,96
6185,86,82
6186,79,38
6187,65,20
6188,55,39
6189,66,21
6190,31,19
6191,91,23
6192,36,85
6193,61,70
6194,99,30
6195,14,44
6196,85,34
6197,80,68
6198,93,57
6199,41,71
6200,72,56
6201,29,47
6202,19,38
6203,25,21
6204,69,24
6205,96,84
6206,54,83
6207,22,89
6208,55,14
6209,70,58
6210,10,61
6211,26,65
6212,52,86
6213,64,40
6214,64,94
6215,19,68
6216,77,87
6217,36,30
6218,80,18
6219,41,25
6220,51,11
6221,98,11
6222,89,12
6223,69,83
6224,35,45
6225,91,14
6226,26,79
6227,78,45
6228,80,55
6229,75,35
6230,87,10
6231,37,85
6232,41,55
6233,17,84
6234,12,62
6235,99,31
6236,51,66
6237,13,52
6238,24,72
6239,96,68
6240,86,36
6241,27,50
6242,87,48
6243,45,30
6244,16,98
6245,80,76
6246,50,10
6247,97,15
6248,63,28
6249,47,17
6250,57,10
6251,95,70
6252,16,79
6253,22,47
6254,59,62
6255,13,54
6256,75,50
6257,88,94
6258,98,54
6259,21,14
6260,100,65
6261,86,88
6262,96,90
6263,19,65
6264,17,25
6265,79,69
6266,88,25
6267,78,13
6268,72,53
6269,99,97
6270,62,86
6271,85,40
6272,99,84
6273,15,100
6274,48,21
6275,83,19
6276,67,51
6277,91,44
6278,90,68
6279,16,22
6280,10,59
6281,50,98
6282,18,60
6283,20,15
6284,86,42
6285,17,60
6286,35,38
6287,32,41
6288,46,80
6289,78,82
6290,48,26
6291,17,22
6292,28,24
6293,98,26
6294,70,10
6295,92,41
6296,20,92
6297,61,42
6298,53,44
6299,20,58
6300,62,56
6301,77,46
6302,77,29
6303,75,86
6304,98,46
6305,67,45
6306,88,95
6307,13,48
6308,11,60
6309,51,94
6310,50,45
6311,98,72
6312,63,75
6313,39,99
6314,100,87
6315,12,80
6316,86,49
6317,74,19
6318,77,28
6319,76,16
6320,55,79
6321,76,40
6322,86,30
6323,28,81
6324,53,58
6325,74,48
6326,22,51
6327,14,57
6328,14,81
6329,52,93
6330,30,37
6331,33,82
6332,73,90
6333,83,52
6334,15,65
6335,81,98
6336,30,28
6337,18,83
6338,88,47
6339,95,23
6340,12,61
6341,89,97
6342,55,88
6343,71,71
6344,22,31
6345,18,46
6346,64,81
6347,84,15
6348,31,46
6349,10,67
6350,37,14
6351,82,39
6352,18,82
6353,24,70
6354,98,38
6355,51,66
6356,45,24
6357,34,92
6358,97,39
6359,92,36
6360,13,90
6361,53,89
6362,36,29
6363,55,44
6364,95,80
6365,53,43
6366,88,51
6367,80,74
6368,76,69
6369,99,71
6370,26,29
6371,96,96
6372,74,67
6373,38,71
6374,26,73
6375,57,99
6376,55,80
6377,21,79
6378,70,67
6379,18,89
6380,32,24
6381,51,89
6382,34,86
6383,17,39
6384,92,37
6385,92,64
6386,22,96
6387,85,75
6388,37,49
6389,80,69
6390,29,21
6391,75,63
6392,20,70
6393,37,31
6394,63,95
6395,25,64
6396,35,23
6397,22,38
6398,40,35
6399,17,57
6400,88,34
6401,37,63
6402,92,17
6403,52,25
6404,27,94
6405,32,59
6406,98,76
6407,42,96
6408,83,61
6409,66,98
6410,76,33
6411,96,50
6412,58,71
6413,11,81
6414,92,34
6415,80,61
6416,28,85
6417,87,14
6418,43,64
6419,100,24
6420,89,35
6421,75,93
6422,80,98
6423,51,37
6424,81,64
6425,59,99
6426,19,49
6427,39,43
6428,56,91
6429,22,24
6430,15,74
6431,99,58
6432,64,29
6433,50,82
6434,19,68
6435,26,19
6436,81,27
6437,76,50
6438,75,39
6439,17,90
6440,42,67
6441,78,28
6442,95,34
6443,21,79
6444,58,88
6445,35,78
6446,92,59
6447,49,64
6448,59,60
6449,37,50
6450,51,64
6451,58,72
6452,56,36
6453,26,63
6454,96,38
6455,70,90
6456,98,94
6457,81,50
6458,38,81
6459,96,80
6460,90,22
6461,37,50
6462,83,83
6463,68,94
6464,66,59
6465,70,60
6466,96,75
6467,54,36
6468,48,52
6469,100,37
6470,97,73
6471,30,90
6472,25,90
6473,10,43
6474,30,65
6475,49,73
6476,53,10
6477,16,13
6478,71,45
6479,62,62
6480,34,35
6481,39,25
6482,84,95
6483,97,96
6484,63,41
6485,35,42
6486,39,60
6487,12,65
6488,43,30
6489,34,73
6490,66,89
6491,40,18
6492,77,51
6493,79,52
6494,67,42
6495,43,53
6496,73,84
6497,27,28
6498,13,65
6499,69,94
6500,67,44
6501,56,19
6502,59,57
6503,45,60
6504,38,59
6505,28,100
6506,40,95
6507,25,13
6508,96,51
6509,40,79
6510,51,40
6511,59,45
6512,63,65
6513,60,31
6514,59,94
6515,55,33
6516,21,47
6517,17,43
6518,45,87
6519,52,81
6520,16,30
6521,22,90
6522,25,18
6523,83,67
6524,89,58
6525,31,50
6526,52,91
6527,31,67
6528,33,47
6529,66,38
6530,41,29
6531,34,46
6532,84,22
6533,88,21
6534,13,98
6535,14,75
6536,99,67
6537,90,22
6538,87,93
6539,36,48
6540,94,34
6541,76,69
6542,98,77
6543,66,88
6544,31,45
6545,34,87
6546,100,19
6547,86,47
6548,75,31
6549,83,72
6550,45,71
6551,68,13
6552,65,75
6553,54,31
6554,96,47
6555,58,88
6556,82,42
6557,54,67
6558,67,71
6559,52,21
6560,23,68
6561,89,66
6562,37,24
6563,38,84
6564,58,99
6565,67,21
6566,52,51
6567,93,77
6568,53,80
6569,36,43
6570,57,74
6571,24,32
6572,31,71
6573,30,50
6574,71,60
6575,39,71
6576,34,75
6577,54,39
6578,38,24
6579,93,71
6580,28,97
6581,54,19
6582,46,95
6583,63,27
6584,95,76
6585,84,25
6586,19,13
6587,48,78
6588,39,50
6589,94,13
6590,12,12
6591,51,53
6592,94,84
6593,77,89
6594,55,31
6595,98,38
6596,67,96
6597,48,97
6598,64,44
6599,14,56
6600,44,81
6601,85,48
6602,37,55
6603,90,91
6604,10,73
6605,90,25
6606,21,82
6607,58,57
6608,36,73
6609,57,17
6610,58,93
6611,47,68
6612,32,54
6613,90,75
6614,92,10
6615,35,96
6616,63,18
6617,59,55
6618,38,70
6619,69,63
6620,14,24
6621,54,99
6622,90,25
6623,100,67
6624,22,99
6625,10,42
6626,92,50
6627,45,28
6628,45,35
6629,69,65
6630,92,81
6631,14,19
6632,86,63
6633,48,49
6634,67,30
6635,88,27
6636,40,95
6637,91,62
6638,94,83
6639,12,26
6640,99,67
6641,21,100
6642,13,93
6643,60,94
6644,74,65
6645,100,80
6646,29,68
6647,25,72
6648,52,45
6649,28,63
6650,82,83
6651,41,76
6652,76,73
6653,95,56
6654,58,18
6655,23,35
6656,30,38
6657,41,97
6658,45,39
6659,15,98
6660,21,10
6661,74,25
6662,23,75
6663,54,85
6664,53,15
6665,79,59
6666,Jun-00,77
6667,11,97
6668,90,40
6669,87,76
6670,82,64
6671,64,14
6672,65,95
6673,81,73
6674,69,74
6675,28,37
6676,100,42
6677,11,33
6678,12,41
6679,11,39
6680,85,65
6681,25,15
6682,37,84
6683,51,54
6684,35,95
6685,40,17
6686,58,17
6687,23,67
6688,83,77
6689,88,92
6690,92,78
6691,54,31
6692,22,27
6693,85,10
6694,18,62
6695,58,20
6696,31,35
6697,44,86
6698,77,62
6699,94,76
6700,57,90
6701,26,96
6702,11,88
6703,24,23
6704,45,16
6705,71,40
6706,16,11
6707,46,61
6708,16,83
6709,89,36
6710,98,33
6711,41,100
6712,42,17
6713,97,84
6714,22,61
6715,35,36
6716,43,39
6717,78,55
6718,29,11
6719,76,29
6720,87,40
6721,21,20
6722,22,80
6723,95,93
6724,88,54
6725,48,94
6726,95,37
6727,90,77
6728,27,72
6729,89,24
6730,92,27
6731,46,98
6732,47,26
6733,48,14
6734,42,46
6735,71,16
6736,39,23
6737,59,12
6738,45,25
6739,84,91
6740,95,50
6741,95,74
6742,10,83
6743,89,19
6744,91,58
6745,43,30
6746,34,13
6747,15,36
6748,75,21
6749,81,84
6750,93,37
6751,42,19
6752,68,95
6753,14,80
6754,25,27
6755,92,51
6756,22,95
6757,29,83
6758,47,63
6759,39,100
6760,76,18
6761,95,30
6762,13,30
6763,10,41
6764,17,81
6765,46,17
6766,29,36
6767,91,58
6768,92,72
6769,53,33
6770,18,45
6771,25,57
6772,19,25
6773,15,22
6774,44,34
6775,95,42
6776,40,53
6777,50,50
6778,28,43
6779,59,52
6780,25,82
6781,27,10
6782,58,89
6783,99,89
6784,81,83
6785,39,95
6786,35,34
6787,67,38
6788,61,66
6789,57,65
6790,52,90
6791,31,52
6792,41,85
6793,18,72
6794,44,79
6795,32,38
6796,75,60
6797,44,63
6798,84,100
6799,77,63
6800,57,92
6801,17,70
6802,47,19
6803,78,54
6804,76,70
6805,50,65
6806,69,46
6807,71,52
6808,28,79
6809,87,76
6810,56,27
6811,15,61
6812,24,71
6813,17,42
6814,58,10
6815,51,65
6816,58,33
6817,90,83
6818,68,68
6819,84,43
6820,37,53
6821,64,93
6822,29,30
6823,24,74
6824,27,19
6825,14,54
6826,64,12
6827,35,15
6828,35,36
6829,85,68
6830,37,93
6831,66,65
6832,43,67
6833,14,28
6834,19,15
6835,54,30
6836,61,83
6837,59,56
6838,60,21
6839,31,41
6840,76,37
6841,95,98
6842,16,55
6843,67,62
6844,97,98
6845,56,85
6846,74,29
6847,47,52
6848,42,13
6849,43,83
6850,31,95
6851,91,82
6852,61,62
6853,47,97
6854,40,62
6855,59,54
6856,74,24
6857,75,64
6858,45,31
6859,32,67
6860,31,54
6861,86,17
6862,74,68
6863,20,70
6864,99,20
6865,48,46
6866,68,34
6867,98,40
6868,90,72
6869,84,17
6870,98,10
6871,25,88
6872,85,28
6873,98,40
6874,80,22
6875,61,86
6876,70,93
6877,99,51
6878,73,90
6879,17,94
6880,34,24
6881,44,77
6882,66,75
6883,95,96
6884,82,17
6885,95,35
6886,17,96
6887,73,76
6888,18,97
6889,92,87
6890,48,97
6891,73,27
6892,57,21
6893,76,43
6894,44,92
6895,41,35
6896,90,82
6897,98,40
6898,62,12
6899,19,22
6900,27,59
6901,70,80
6902,16,71
6903,24,46
6904,74,25
6905,14,73
6906,77,67
6907,75,84
6908,30,100
6909,38,92
6910,20,82
6911,49,52
6912,74,88
6913,42,23
6914,67,74
6915,49,76
6916,48,33
6917,43,97
6918,84,83
6919,41,73
6920,27,91
6921,75,25
6922,65,72
6923,45,81
6924,56,62
6925,31,20
6926,76,15
6927,100,31
6928,44,20
6929,23,50
6930,90,20
6931,49,49
6932,59,87
6933,16,46
6934,80,23
6935,37,79
6936,63,66
6937,96,96
6938,31,59
6939,55,80
6940,83,96
6941,38,61
6942,64,76
6943,84,71
6944,62,12
6945,60,33
6946,80,17
6947,64,93
6948,11,52
6949,26,88
6950,33,65
6951,78,14
6952,51,75
6953,69,66
6954,14,71
6955,50,81
6956,44,40
6957,69,41
6958,94,48
6959,23,36
6960,85,92
6961,64,58
6962,31,95
6963,85,46
6964,100,37
6965,56,24
6966,21,13
6967,98,45
6968,85,22
6969,88,25
6970,62,59
6971,17,89
6972,25,42
6973,20,76
6974,78,24
6975,18,91
6976,20,61
6977,64,80
6978,24,80
6979,35,16
6980,23,35
6981,74,24
6982,77,16
6983,72,80
6984,24,29
6985,31,15
6986,61,84
6987,58,14
6988,57,43
6989,86,86
6990,34,39
6991,93,58
6992,90,86
6993,26,15
6994,45,70
6995,73,14
6996,71,88
6997,24,37
6998,69,20
6999,62,52
7000,91,74
7001,20,50
7002,70,97
7003,55,41
7004,56,84
7005,16,72
7006,35,22
7007,63,95
7008,76,42
7009,83,94
7010,22,35
7011,19,94
7012,28,15
7013,56,74
7014,36,93
7015,98,68
7016,57,97
7017,81,79
7018,91,96
7019,90,82
7020,93,59
7021,14,96
7022,23,91
7023,84,57
7024,71,16
7025,71,53
7026,11,60
7027,85,37
7028,18,49
7029,29,81
7030,48,100
7031,76,96
7032,87,64
7033,86,71
7034,77,13
7035,98,70
7036,87,90
7037,24,32
7038,97,21
7039,29,61
7040,88,11
7041,33,28
7042,22,77
7043,48,32
7044,56,56
7045,48,48
7046,84,45
7047,73,15
7048,36,66
7049,77,80
7050,58,48
7051,58,75
7052,34,90
7053,20,11
7054,99,81
7055,58,29
7056,34,42
7057,16,49
7058,92,56
7059,29,93
7060,45,32
7061,82,20
7062,23,99
7063,53,75
7064,38,14
7065,43,21
7066,16,36
7067,18,50
7068,41,85
7069,11,19
7070,85,44
7071,97,77
7072,81,57
7073,54,26
7074,19,53
7075,67,85
7076,19,36
7077,20,75
7078,61,34
7079,61,57
7080,61,84
7081,56,33
7082,13,64
7083,27,59
7084,73,13
7085,56,61
7086,96,31
7087,36,98
7088,80,11
7089,77,45
7090,35,84
7091,79,13
7092,15,83
7093,80,40
7094,84,91
7095,70,38
7096,11,78
7097,94,19
7098,96,66
7099,84,27
7100,75,99
7101,54,93
7102,95,30
7103,16,57
7104,58,79
7105,44,91
7106,25,21
7107,77,20
7108,46,66
7109,17,78
7110,45,10
7111,61,48
7112,38,46
7113,62,26
7114,46,37
7115,66,92
7116,58,14
7117,29,100
7118,89,90
7119,98,55
7120,35,79
7121,79,66
7122,62,25
7123,91,24
7124,99,73
7125,35,54
7126,72,75
7127,46,76
7128,23,47
7129,89,41
7130,13,20
7131,17,16
7132,78,23
7133,14,34
7134,42,71
7135,92,79
7136,80,24
7137,44,85
7138,57,54
7139,13,19
7140,32,84
7141,40,37
7142,66,22
7143,24,61
7144,33,45
7145,46,11
7146,32,89
7147,74,13
7148,79,24
7149,96,60
7150,34,59
7151,36,14
7152,41,58
7153,44,76
7154,44,66
7155,85,99
7156,92,54
7157,35,82
7158,98,81
7159,44,40
7160,36,78
7161,91,63
7162,20,45
7163,83,75
7164,21,14
7165,29,39
7166,57,69
7167,44,42
7168,99,88
7169,93,41
7170,92,55
7171,61,33
7172,56,96
7173,53,99
7174,69,25
7175,91,41
7176,29,38
7177,32,34
7178,85,66
7179,72,59
7180,98,15
7181,47,67
7182,37,84
7183,12,45
7184,79,41
7185,16,39
7186,32,85
7187,81,71
7188,44,12
7189,10,54
7190,50,54
7191,56,99
7192,62,30
7193,62,74
7194,32,44
7195,27,56
7196,22,63
7197,83,88
7198,84,77
7199,66,43
7200,11,60
7201,29,10
7202,94,32
7203,69,95
7204,68,37
7205,38,45
7206,45,62
7207,29,11
7208,41,67
7209,49,12
7210,51,71
7211,21,42
7212,78,98
7213,54,89
7214,71,75
7215,66,68
7216,22,82
7217,16,94
7218,15,38
7219,38,52
7220,39,52
7221,14,99
7222,63,52
7223,14,35
7224,13,30
7225,10,90
7226,27,27
7227,46,36
7228,76,31
7229,56,82
7230,95,18
7231,27,72
7232,92,100
7233,64,93
7234,59,95
7235,19,36
7236,31,12
7237,90,49
7238,44,84
7239,50,84
7240,40,76
7241,36,100
7242,64,12
7243,13,49
7244,23,22
7245,21,49
7246,90,78
7247,35,92
7248,13,90
7249,59,40
7250,16,46
7251,79,32
7252,12,86
7253,62,15
7254,94,90
7255,95,42
7256,65,92
7257,71,93
7258,31,84
7259,20,72
7260,48,35
7261,87,40
7262,21,19
7263,43,26
7264,47,10
7265,62,67
7266,41,93
7267,17,17
7268,12,20
7269,61,90
7270,79,28
7271,16,10
7272,42,45
7273,33,55
7274,45,36
7275,45,69
7276,53,57
7277,82,64
7278,82,98
7279,22,12
7280,43,96
7281,22,34
7282,55,72
7283,34,58
7284,49,33
7285,82,22
7286,39,66
7287,48,10
7288,71,59
7289,21,81
7290,35,83
7291,96,93
7292,30,50
7293,40,19
7294,38,79
7295,20,77
7296,32,53
7297,95,63
7298,14,28
7299,50,14
7300,30,90
7301,45,82
7302,18,82
7303,46,84
7304,11,94
7305,89,64
7306,62,60
7307,59,15
7308,79,13
7309,38,34
7310,21,41
7311,45,88
7312,35,51
7313,71,78
7314,90,51
7315,68,65
7316,98,69
7317,49,27
7318,18,33
7319,41,91
7320,50,30
7321,90,64
7322,40,50
7323,64,62
7324,17,35
7325,17,98
7326,37,45
7327,51,31
7328,51,62
7329,37,54
7330,72,83
7331,76,65
7332,99,68
7333,43,47
7334,70,38
7335,23,36
7336,90,11
7337,27,24
7338,39,18
7339,84,28
7340,13,47
7341,12,91
7342,85,31
7343,29,69
7344,73,85
7345,42,45
7346,78,50
7347,86,73
7348,27,22
7349,93,64
7350,53,16
7351,86,100
7352,96,53
7353,37,31
7354,85,46
7355,36,76
7356,37,17
7357,54,45
7358,65,62
7359,56,68
7360,12,99
7361,41,49
7362,16,78
7363,56,50
7364,17,51
7365,24,35
7366,60,89
7367,79,31
7368,38,93
7369,96,98
7370,53,14
7371,14,46
7372,88,42
7373,62,38
7374,88,47
7375,17,61
7376,68,30
7377,15,33
7378,77,56
7379,61,61
7380,40,77
7381,75,41
7382,87,42
7383,36,38
7384,76,31
7385,88,40
7386,18,32
7387,52,52
7388,82,58
7389,76,80
7390,93,84
7391,99,14
7392,15,45
7393,59,26
7394,25,47
7395,48,97
7396,46,77
7397,73,92
7398,60,85
7399,26,99
7400,55,97
7401,26,54
7402,13,75
7403,33,60
7404,62,82
7405,91,71
7406,50,66
7407,50,20
7408,35,83
7409,66,57
7410,32,23
7411,23,61
7412,71,67
7413,73,60
7414,29,10
7415,98,29
7416,78,59
7417,73,52
7418,94,49
7419,28,21
7420,65,21
7421,88,50
7422,32,98
7423,66,29
7424,59,22
7425,89,24
7426,59,28
7427,58,85
7428,93,75
7429,22,85
7430,92,88
7431,36,67
7432,18,62
7433,65,70
7434,33,57
7435,32,69
7436,86,76
7437,31,14
7438,21,84
7439,34,29
7440,100,59
7441,53,29
7442,76,40
7443,41,28
7444,65,90
7445,38,94
7446,57,85
7447,42,72
7448,96,100
7449,64,32
7450,36,27
7451,90,43
7452,77,32
7453,65,29
7454,89,55
7455,95,78
7456,12,77
7457,79,69
7458,97,20
7459,60,58
7460,53,13
7461,42,64
7462,71,75
7463,24,65
7464,33,71
7465,57,45
7466,63,12
7467,99,68
7468,92,63
7469,31,11
7470,23,18
7471,75,56
7472,86,32
7473,66,85
7474,35,32
7475,52,25
7476,47,69
7477,55,53
7478,66,36
7479,59,23
7480,28,25
7481,87,37
7482,73,20
7483,81,50
7484,26,78
7485,87,26
7486,24,32
7487,29,10
7488,21,84
7489,19,26
7490,49,73
7491,82,77
7492,86,53
7493,17,47
7494,72,83
7495,22,34
7496,35,26
7497,93,47
7498,82,85
7499,10,90
7500,14,96
7501,12,68
7502,36,10
7503,82,30
7504,53,41
7505,73,13
7506,33,69
7507,29,61
7508,48,83
7509,66,23
7510,63,73
7511,89,30
7512,53,22
7513,47,79
7514,23,77
7515,32,75
7516,35,37
7517,23,97
7518,41,12
7519,11,31
7520,64,45
7521,19,38
7522,48,83
7523,80,67
7524,61,65
7525,84,78
7526,29,74
7527,18,30
7528,40,61
7529,87,91
7530,50,71
7531,77,100
7532,97,40
7533,45,80
7534,77,75
7535,42,21
7536,50,23
7537,23,96
7538,83,40
7539,17,89
7540,39,19
7541,65,94
7542,49,22
7543,24,30
7544,83,89
7545,71,38
7546,12,73
7547,34,47
7548,83,83
7549,88,73
7550,100,64
7551,78,15
7552,12,96
7553,77,83
7554,53,83
7555,47,63
7556,22,94
7557,56,65
7558,72,12
7559,29,28
7560,72,65
7561,14,69
7562,70,12
7563,29,85
7564,74,78
7565,98,92
7566,65,13
7567,68,73
7568,58,69
7569,63,44
7570,58,76
7571,63,59
7572,77,78
7573,48,20
7574,22,83
7575,16,15
7576,74,79
7577,66,79
7578,60,41
7579,99,64
7580,35,65
7581,51,42
7582,67,71
7583,33,58
7584,30,98
7585,91,46
7586,90,25
7587,45,22
7588,34,97
7589,63,99
7590,24,79
7591,72,92
7592,21,60
7593,74,80
7594,32,31
7595,71,18
7596,35,70
7597,74,62
7598,19,80
7599,87,29
7600,57,41
7601,46,26
7602,78,35
7603,87,48
7604,62,65
7605,36,91
7606,18,100
7607,25,93
7608,28,21
7609,43,66
7610,49,49
7611,78,65
7612,36,99
7613,22,33
7614,75,78
7615,22,39
7616,32,88
7617,39,29
7618,51,67
7619,99,55
7620,13,73
7621,47,21
7622,53,86
7623,76,91
7624,65,38
7625,74,16
7626,29,35
7627,56,48
7628,36,74
7629,50,18
7630,26,37
7631,50,69
7632,69,40
7633,93,21
7634,20,17
7635,77,85
7636,72,52
7637,33,70
7638,34,67
7639,35,50
7640,97,71
7641,17,25
7642,47,78
7643,58,87
7644,20,28
7645,92,98
7646,13,17
7647,34,17
7648,87,70
7649,23,32
7650,22,11
7651,97,81
7652,80,34
7653,47,37
7654,86,100
7655,80,92
7656,13,30
7657,50,41
7658,96,47
7659,75,57
7660,33,79
7661,25,10
7662,43,53
7663,15,86
7664,75,26
7665,72,32
7666,64,77
7667,11,88
7668,53,23
7669,40,87
7670,11,40
7671,54,81
7672,44,73
7673,39,93
7674,12,84
7675,80,89
7676,79,72
7677,12,97
7678,95,69
7679,86,11
7680,23,86
7681,22,95
7682,56,67
7683,10,79
7684,25,61
7685,31,51
7686,78,71
7687,83,46
7688,62,78
7689,97,56
7690,60,88
7691,69,45
7692,93,46
7693,51,20
7694,58,64
7695,34,74
7696,40,23
7697,89,75
7698,35,78
7699,31,61
7700,69,37
7701,52,86
7702,96,63
7703,70,75
7704,71,79
7705,61,64
7706,73,55
7707,41,14
7708,47,30
7709,10,18
7710,59,52
7711,32,56
7712,17,59
7713,17,36
7714,30,57
7715,11,74
7716,71,98
7717,61,36
7718,47,91
7719,19,88
7720,11,22
7721,31,35
7722,93,38
7723,71,30
7724,68,31
7725,62,55
7726,92,49
7727,75,78
7728,84,41
7729,26,86
7730,82,56
7731,78,72
7732,72,53
7733,58,97
7734,35,71
7735,24,37
7736,17,45
7737,63,43
7738,54,38
7739,17,80
7740,60,77
7741,30,56
7742,92,49
7743,49,24
7744,32,96
7745,11,18
7746,89,67
7747,31,100
7748,79,48
7749,94,69
7750,62,91
7751,74,10
7752,20,63
7753,40,20
7754,71,26
7755,59,32
7756,24,79
7757,49,70
7758,39,12
7759,65,54
7760,13,85
7761,35,23
7762,73,54
7763,66,32
7764,15,54
7765,21,88
7766,80,28
7767,36,47
7768,36,24
7769,37,10
7770,72,27
7771,49,94
7772,78,11
7773,95,21
7774,52,28
7775,31,10
7776,48,47
7777,34,59
7778,20,68
7779,77,93
7780,94,18
7781,27,49
7782,89,26
7783,74,13
7784,36,77
7785,20,54
7786,53,100
7787,12,75
7788,11,84
7789,42,27
7790,22,36
7791,66,33
7792,19,15
7793,59,39
7794,56,36
7795,91,35
7796,92,54
7797,65,16
7798,96,42
7799,12,87
7800,16,61
7801,77,61
7802,71,20
7803,20,29
7804,19,40
7805,93,46
7806,42,54
7807,36,34
7808,66,89
7809,28,72
7810,82,62
7811,19,90
7812,72,85
7813,75,56
7814,24,55
7815,50,94
7816,48,63
7817,63,36
7818,66,12
7819,59,68
7820,35,14
7821,66,74
7822,23,55
7823,85,30
7824,58,13
7825,36,18
7826,98,53
7827,81,49
7828,85,88
7829,98,13
7830,30,48
7831,100,53
7832,69,77
7833,42,75
7834,60,64
7835,56,94
7836,36,13
7837,29,39
7838,61,52
7839,37,68
7840,19,10
7841,26,65
7842,38,24
7843,75,11
7844,15,46
7845,71,63
7846,41,91
7847,56,23
7848,13,96
7849,73,98
7850,75,85
7851,34,71
7852,76,100
7853,78,92
7854,52,23
7855,12,65
7856,85,22
7857,13,87
7858,50,73
7859,40,73
7860,53,87
7861,81,12
7862,18,89
7863,61,67
7864,41,58
7865,82,74
7866,79,94
7867,72,33
7868,32,82
7869,68,20
7870,28,72
7871,88,68
7872,25,56
7873,66,98
7874,76,11
7875,29,57
7876,56,38
7877,25,91
7878,81,15
7879,60,44
7880,94,36
7881,94,36
7882,18,75
7883,29,60
7884,29,21
7885,39,20
7886,45,63
7887,25,63
7888,25,13
7889,95,43
7890,38,95
7891,63,90
7892,71,69
7893,18,63
7894,12,18
7895,79,96
7896,26,81
7897,58,50
7898,83,69
7899,39,38
7900,31,36
7901,82,64
7902,70,91
7903,71,84
7904,73,53
7905,78,49
7906,30,58
7907,32,30
7908,70,100
7909,73,75
7910,11,28
7911,25,37
7912,69,54
7913,96,40
7914,55,33
7915,31,46
7916,21,17
7917,66,11
7918,69,22
7919,23,43
7920,100,100
7921,92,10
7922,86,27
7923,90,20
7924,46,30
7925,22,100
7926,99,20
7927,35,36
7928,85,73
7929,15,87
7930,100,22
7931,94,19
7932,88,80
7933,58,12
7934,46,51
7935,76,52
7936,64,85
7937,97,37
7938,19,71
7939,80,49
7940,36,52
7941,54,17
7942,71,52
7943,10,90
7944,98,39
7945,75,19
7946,92,32
7947,65,86
7948,37,95
7949,43,95
7950,97,13
7951,72,90
7952,87,13
7953,90,16
7954,53,37
7955,36,37
7956,99,98
7957,15,27
7958,39,96
7959,30,15
7960,91,62
7961,87,82
7962,47,96
7963,35,32
7964,40,80
7965,33,30
7966,99,56
7967,90,12
7968,33,35
7969,24,96
7970,75,16
7971,93,16
7972,91,78
7973,48,81
7974,38,94
7975,61,21
7976,44,28
7977,50,81
7978,33,66
7979,76,41
7980,55,21
7981,69,80
7982,92,39
7983,69,53
7984,47,61
7985,88,88
7986,15,60
7987,76,42
7988,35,50
7989,24,38
7990,48,34
7991,39,10
7992,20,70
7993,47,61
7994,32,63
7995,63,61
7996,50,98
7997,91,87
7998,40,99
7999,11,30
8000,62,13
8001,67,69
8002,18,92
8003,79,76
8004,34,77
8005,21,27
8006,98,70
8007,25,39
8008,29,44
8009,84,72
8010,34,10
8011,77,87
8012,52,90
8013,25,87
8014,27,100
8015,34,29
8016,53,19
8017,82,76
8018,76,65
8019,31,54
8020,32,85
8021,74,65
8022,60,71
8023,75,82
8024,94,82
8025,16,51
8026,46,30
8027,27,46
8028,68,26
8029,100,69
8030,62,19
8031,62,89
8032,33,12
8033,26,37
8034,93,94
8035,18,88
8036,52,40
8037,66,91
8038,67,28
8039,19,87
8040,46,86
8041,69,53
8042,85,38
8043,38,65
8044,89,80
8045,30,39
8046,91,13
8047,94,49
8048,63,43
8049,44,36
8050,50,55
8051,27,53
8052,99,70
8053,32,46
8054,62,57
8055,32,45
8056,74,25
8057,99,25
8058,15,80
8059,53,14
8060,92,61
8061,13,72
8062,55,64
8063,67,47
8064,68,40
8065,74,41
8066,43,23
8067,61,29
8068,26,16
8069,72,96
8070,20,91
8071,86,89
8072,52,12
8073,63,37
8074,38,74
8075,66,14
8076,47,100
8077,39,89
8078,32,71
8079,64,71
8080,100,84
8081,80,74
8082,81,27
8083,36,64
8084,77,57
8085,17,48
8086,19,13
8087,16,83
8088,81,28
8089,52,31
8090,51,30
8091,63,77
8092,57,41
8093,25,41
8094,42,25
8095,43,17
8096,82,56
8097,33,35
8098,91,93
8099,65,36
8100,58,27
8101,15,38
8102,94,43
8103,55,54
8104,99,86
8105,59,80
8106,17,94
8107,78,42
8108,87,11
8109,46,68
8110,22,49
8111,95,100
8112,85,75
8113,80,11
8114,97,59
8115,47,32
8116,57,82
8117,46,16
8118,13,19
8119,48,63
8120,79,14
8121,47,62
8122,22,49
8123,58,61
8124,27,82
8125,37,58
8126,65,49
8127,41,12
8128,74,67
8129,69,18
8130,68,46
8131,92,82
8132,83,85
8133,98,21
